Target Variable,Epochs,Prediction Length,Learning Rate,Batch Size,MSE,MAE,RMSE,nRMSE,R2,MAPE,SMAPE,Std.Dev,Mean
Volumrate_Frankrike_hourly,500,24,0.0001,32,7.233794,1.2408144,2.689571380785665,0.056536466,0.87961715,229.34033,6.0341897,7.751767,47.57233
Volumrate_Tyskland_hourly,500,24,0.0001,32,25.472832,2.117941,5.047061692319029,0.03852314,0.69930565,1.9778961,1.8716736,9.203987,131.01376
Volumrate_Easington_hourly,500,24,0.0001,16,30.913584,3.7149835,5.559998539162862,0.1230313,0.92149055,15.038219,16.225048,19.843294,45.19174
Volumrate_St_Fergus_hourly,500,24,0.0001,16,4.5528855,1.3433788,2.1337491727893303,0.56899214,0.8264157,85.67975,61.57425,5.1213937,3.7500505
Volumrate_Belgia_hourly,500,24,0.0001,16,0.32778534,0.33063054,0.5725254081101968,0.0132475225,0.33363175,0.77880263,0.7743888,0.70135456,43.217545
Volumrate_Frankrike_hourly,500,24,0.0001,16,5.231148,1.2116576,2.287170252979275,0.04807774,0.9129447,140.65984,6.081904,7.751767,47.57233
Volumrate_Tyskland_hourly,500,24,0.0001,16,18.40213,2.0625944,4.289770404922987,0.0327429,0.7827718,1.8592691,1.8065354,9.203987,131.01376
Volumrate_Easington_hourly,500,48,0.0001,16,37.89897,4.0710125,6.156214060412226,0.13605154,0.90433353,17.310423,18.035484,19.903702,45.249134
Volumrate_St_Fergus_hourly,500,48,0.0001,16,5.0399985,1.3541436,2.2449941049681073,0.62084466,0.7879454,99.964195,56.487076,4.875188,3.6160321
Volumrate_Belgia_hourly,500,48,0.0001,16,0.44150275,0.42050296,0.6644567329178713,0.01537338,0.10877401,0.98463523,0.9856413,0.7038381,43.221252
Volumrate_Frankrike_hourly,500,48,0.0001,16,9.429603,1.3563619,3.070765803995127,0.06456567,0.8431785,357.516,6.1901197,7.754323,47.560345
Volumrate_Tyskland_hourly,500,48,0.0001,16,29.013891,2.2702703,5.3864544201258004,0.04110994,0.6581011,2.1350582,1.984888,9.212004,131.0256
Volumrate_Easington_hourly,500,24,0.0001,32,30.540346,3.6611872,5.526332069793661,0.122286335,0.92243844,15.144627,16.144613,19.843294,45.19174
Volumrate_St_Fergus_hourly,500,24,0.0001,32,4.53911,1.3152152,2.1305187592968573,0.5681307,0.8269409,85.2926,58.274616,5.1213937,3.7500505
Volumrate_Belgia_hourly,500,24,0.0001,32,0.36157268,0.37559992,0.6013091408398125,0.013913542,0.26494408,0.88384163,0.87671596,0.70135456,43.217545
Volumrate_Frankrike_hourly,500,24,0.0001,32,5.323377,1.2485648,2.3072444890855786,0.04849972,0.9114098,154.11533,6.3085446,7.751767,47.57233
Volumrate_Tyskland_hourly,500,24,0.0001,32,18.4138,2.0597146,4.291130303997849,0.032753278,0.7826341,1.861492,1.802781,9.203987,131.01376
Volumrate_Easington_hourly,500,48,0.0001,32,36.70958,3.9274824,6.058843079976031,0.13389964,0.9073359,16.265505,17.91641,19.903702,45.249134
Volumrate_St_Fergus_hourly,500,48,0.0001,32,4.872579,1.3346373,2.207391922098974,0.6104459,0.79498947,101.36061,55.421066,4.875188,3.6160321
Volumrate_Belgia_hourly,500,48,0.0001,32,0.303654,0.29143676,0.5510480789023016,0.012749471,0.38703823,0.6882785,0.6842693,0.7038381,43.221252
Volumrate_Frankrike_hourly,500,48,0.0001,32,8.624792,1.3076184,2.9367996354874166,0.06174891,0.8565631,321.7242,6.151666,7.754323,47.560345
Volumrate_Tyskland_hourly,500,48,0.0001,32,28.228018,2.291283,5.31300459316636,0.04054936,0.66736174,2.1415572,2.0108883,9.212004,131.0256
