Target Variable,Epochs,Prediction Length,Learning Rate,Batch Size,MSE,MAE,RMSE,nRMSE,R2,MAPE,SMAPE,Std.Dev,Mean
Volumrate_Easington_hourly,500,48,0.001,32,93.6826,6.30446,9.678977318328158,0.21390414,0.76352173,27.46867,21.45162,19.903702,45.249134
Volumrate_St_Fergus_hourly,500,48,0.001,32,12.277768,1.9703896,3.5039646309674417,0.96900815,0.4834211,147.42155,74.595764,4.875188,3.6160321
Volumrate_Belgia_hourly,500,48,0.001,32,0.93289167,0.61820847,0.9658631719292287,0.02234695,-0.8831532,1.4493104,1.4413841,0.7038381,43.221252
Volumrate_Frankrike_hourly,500,48,0.001,32,30.930592,2.6373596,5.561527810166192,0.11693624,0.4856006,674.87396,8.806228,7.754323,47.560345
Volumrate_Tyskland_hourly,500,48,0.001,32,62.149174,3.661865,7.883474724800751,0.060167436,0.2676357,3.404786,3.0560164,9.212004,131.0256
Volumrate_Easington_hourly,500,48,0.0001,16,91.90539,6.290187,9.586729780191886,0.21186548,0.7680079,27.206676,21.374012,19.903702,45.249134
Volumrate_St_Fergus_hourly,500,48,0.0001,16,12.015093,1.8569529,3.4662793957976676,0.95858645,0.49447292,145.97513,62.87619,4.875188,3.6160321
Volumrate_Belgia_hourly,500,48,0.0001,16,1.0484242,0.70777166,1.0239258976737535,0.023690334,-1.1163695,1.6575435,1.6424453,0.7038381,43.221252
Volumrate_Frankrike_hourly,500,48,0.0001,16,31.021805,2.466991,5.5697221483275365,0.11710853,0.4840837,680.24335,8.435271,7.754323,47.560345
Volumrate_Tyskland_hourly,500,48,0.0001,16,63.320457,3.9590476,7.957415249846906,0.060731757,0.2538333,3.6293724,3.27232,9.212004,131.0256
Volumrate_Easington_hourly,500,48,0.0001,32,91.86968,6.2797513,9.584867360167888,0.21182433,0.768098,27.614868,21.573399,19.903702,45.249134
Volumrate_St_Fergus_hourly,500,48,0.0001,32,11.76904,1.7556225,3.4306034611605947,0.9487204,0.5048255,155.82379,53.20716,4.875188,3.6160321
Volumrate_Belgia_hourly,500,48,0.0001,32,1.8272467,0.9298265,1.3517568812307152,0.031275284,-2.6885157,2.1761553,2.1424403,0.7038381,43.221252
Volumrate_Frankrike_hourly,500,48,0.0001,32,30.705997,2.9434342,5.541299258029746,0.11651091,0.48933578,648.27435,9.453732,7.754323,47.560345
Volumrate_Tyskland_hourly,500,48,0.0001,32,58.84041,3.6754086,7.670750180079867,0.058543902,0.30662608,3.3838243,3.0679104,9.212004,131.0256
Volumrate_Easington_hourly,500,72,0.01,16,141.24353,8.130653,11.884592137445757,0.26233423,0.64535445,31.793394,26.277565,19.956621,45.303246
Volumrate_St_Fergus_hourly,500,72,0.01,16,16.871843,2.0563278,4.107534946657508,1.1805491,0.20400935,168.06703,61.489754,4.603915,3.4793425
Volumrate_Belgia_hourly,500,72,0.01,16,1.0756954,0.74032795,1.0371573629250603,0.02399317,-1.1632175,1.7348382,1.7154064,0.70517117,43.227196
Volumrate_Frankrike_hourly,500,72,0.01,16,47.463295,2.5029309,6.889360999607304,0.14489612,0.21065223,928.3722,8.323397,7.7543383,47.546898
Volumrate_Tyskland_hourly,500,72,0.01,16,72.84912,3.992122,8.535169658170247,0.06513392,0.14214808,3.716866,3.3228498,9.215226,131.04031
Volumrate_Easington_hourly,500,72,0.01,32,138.77441,7.8894153,11.780255263045024,0.26003116,0.6515541,33.16492,24.816843,19.956621,45.303246
Volumrate_St_Fergus_hourly,500,72,0.01,32,16.353355,1.9792559,4.043928214955706,1.1622679,0.22847092,159.75705,56.440823,4.603915,3.4793425
Volumrate_Belgia_hourly,500,72,0.01,32,0.9504363,0.6943283,0.9749032229297567,0.022553006,-0.91132236,1.6286215,1.6092635,0.70517117,43.227196
Volumrate_Frankrike_hourly,500,72,0.01,32,46.445965,3.0022304,6.815127644676394,0.14333485,0.22757119,938.711,9.329082,7.7543383,47.546898
Volumrate_Tyskland_hourly,500,72,0.01,32,72.443596,4.101779,8.51138037489986,0.06495238,0.14692336,3.8088262,3.3951492,9.215226,131.04031
